context,question,correct_answer,answer_start
"As reservas são essencialmente advertências para a aceitação de um tratado por um estado. Reservas são declarações unilaterais que pretendem excluir ou modificar a obrigação legal e seus efeitos no estado de reserva. Eles devem ser incluídos no momento da assinatura ou ratificação, ou seja, ""uma parte não pode adicionar uma reserva depois de já ter ingressado em um tratado"".",Quais são as declarações unilaterais que pretendem excluir ou modificar a obrigação legal e seus efeitos sobre um estado?,Reservas,90
"Por causa das questões acima, os partidos políticos da Nigéria são de caráter pan-nacional e secular (embora isso não impeça a preeminência contínua das etnias dominantes). Os principais partidos políticos da época incluíam o então Partido Popular Democrático da Nigéria, que mantém 223 cadeiras na Câmara e 76 no Senado (61,9% e 69,7%, respectivamente); a oposição anteriormente Partido do Povo da Nigéria, agora o Congresso Todos os Progressistas tem 96 cadeiras na Câmara e 27 no Senado (26,6% e 24,7%). Cerca de vinte pequenos partidos da oposição estão registrados.",Quantos assentos tem o Partido Democrático Popular da Nigéria na Câmara?,223,283
"A cidade de Berna ou Berna (alemão: Berna, pronunciado [bɛrn] (ouça); francês: Berna [bɛʁn]; italiano: Berna [ˈbɛrna]; romanche: Berna [ˈbɛrnɐ] (ajuda · info); alemão bernês: Bärn [ b̥æːrn]) é a capital de fato da Suíça, referida pelos suíços como Bundesstadt (por exemplo, em alemão), ou ""cidade federal"". [nota 1] Com uma população de 140.634 (novembro de 2015), Berna é a quinta mais cidade populosa da Suíça. A aglomeração de Berna, que inclui 36 municípios, tinha uma população de 406.900 habitantes em 2014. A região metropolitana tinha uma população de 660.000 habitantes em 2000. Berna também é a capital do Cantão de Berna, o segundo mais populoso dos cantões da Suíça.",Que cantão é Berna a capital?,Cantão de Berna,616
"A convenção no idioma inglês deve chamar quase todos os chefes de governo nacionais de ""primeiro ministro"" (às vezes modificados para o termo equivalente de premier), independentemente do título correto do chefe de governo aplicado em seu respectivo país. As poucas exceções à regra são a Alemanha e a Áustria, cujos chefes de governo são quase sempre traduzidos como chanceler; Mônaco, cujo chefe de governo é referido como Ministro de Estado; e Cidade do Vaticano, para a qual o chefe de governo é intitulado secretário de Estado. No caso da Irlanda, o chefe de governo é ocasionalmente chamado de Taoiseach pelos falantes de inglês. Um caso de destaque é o presidente do Irã, que na verdade não é um chefe de Estado, mas o chefe do governo do Irã. Ele é chamado de ""presidente"" nos idiomas persa e inglês.",Qual é o termo para a posição mais alta no governo na Cidade do Vaticano?,secretário de Estado,511
"Os Manchus enviaram Han Bannermen para lutar contra os leais Ming de Koxinga em Fujian. Os Qing adotaram uma política maciça de despovoamento e o litoral marítimo forçando as pessoas a evacuar a costa, a fim de privar os leais defensores dos recursos Ming de Koxinga, isso levou a um mito de que era porque Manchus tinha ""medo da água"". Em Fujian, foram Han Bannermen quem lutou e matou os Qing, e isso refutou a alegação totalmente irrelevante de que o suposto medo da água em parte do Manchus tinha a ver com a evacuação costeira e o litoral do mar. Embora um poema se refira aos soldados que praticaram massacres em Fujian como ""bárbaros"", tanto o Exército Padrão Verde Han quanto Han Bannermen estiveram envolvidos na luta pelo lado Qing e realizaram o pior massacre. 400.000 soldados do Exército Padrão Verde foram usados contra os Três Feudatórios, além de 200.000 Bannermen.",Quem os Manchus enviaram para combater as tropas de Koxinga?,Han Bannermen,20
"O idioma possui cinco vogais (ou seis, da Escola Fonológica de São Petersburgo), que são escritas com letras diferentes, dependendo se a consoante anterior é ou não palatalizada. As consoantes geralmente vêm em pares simples versus palatalizados, que são tradicionalmente chamados de duros e moles. (As consoantes duras costumam ser velarizadas, principalmente antes das vogais da frente, como no irlandês). O idioma padrão, baseado no dialeto de Moscou, possui forte estresse e variação moderada no tom. As vogais estressadas são um pouco alongadas, enquanto as vogais não estressadas tendem a ser reduzidas a vogais quase próximas ou a um schwa pouco claro. (Veja também: redução de vogais em russo.)",Quem disse que o russo tem 6 vogais?,Escola Fonológica de São Petersburgo,42
"Ruben Studdard emergiu como o vencedor, batendo Clay Aiken por uma pequena margem. De um total de 24 milhões de votos, Studdard terminou apenas 134.000 votos à frente de Aiken. Essa pequena margem de vitória foi controversa devido ao grande número de chamadas que não foram atendidas. Em uma entrevista anterior à quinta temporada, o produtor executivo Nigel Lythgoe indicou que Aiken liderou a votação dos fãs da semana coringa até o final.",Quantos votos foram dados para o final?,24 milhões,98
"A Guerra do Pacífico viu as potências aliadas enfrentarem o Império do Japão, este último ajudado brevemente pela Tailândia e, em menor grau, por seus aliados do Eixo, Alemanha e Itália. A guerra culminou nos atentados atômicos de Hiroshima e Nagasaki e em outros grandes ataques a bomba pelas Forças Aéreas do Exército dos Estados Unidos, acompanhados pela invasão soviética da Manchúria em 8 de agosto de 1945, resultando no anúncio japonês de intenção de rendição em 15 de agosto 1945. A rendição formal e oficial do Japão ocorreu a bordo do navio de guerra USS Missouri na baía de Tóquio em 2 de setembro de 1945. Após sua derrota, o Imperador Xintoísmo do Japão deixou o cargo de líder divino através da Diretiva Xintoísmo, porque os Poderes Aliados acreditavam que este era o A principal causa política do processo de agressão e desconstrução militar do Japão ocorreu logo para instalar uma nova constituição liberal-democrática ao público japonês como a atual Constituição do Japão.",Quais eventos terminaram a guerra com o Japão?,atentados atômicos de Hiroshima e Nagasaki,209
"Em meados de junho de 1940, quando a atenção internacional estava concentrada na invasão alemã da França, tropas soviéticas do NKVD invadiram postos fronteiriços na Lituânia, Estônia e Letônia. As administrações estaduais foram liquidadas e substituídas por quadros soviéticos, nos quais 34.250 letões, 75.000 lituanos e quase 60.000 estonianos foram deportados ou mortos. As eleições foram realizadas com candidatos únicos pró-soviéticos listados para muitos cargos, com as assembléias populares resultantes solicitando imediatamente a admissão na URSS, que foi concedida pela União Soviética. A URSS anexou toda a Lituânia, incluindo a área de Scheschupe, a ser entregue à Alemanha.","Dos três países invadidos, quem perdeu a menor quantidade de pessoas por deportação ou perda de vidas?",Letônia,185
"Um mosaico de ladrilhos é uma imagem digital composta de ladrilhos individuais, dispostos de maneira não sobreposta, p. para criar uma imagem estática em uma sala de banho ou piscina, dividindo a imagem em pixels quadrados formados a partir de ladrilhos de cerâmica (um tamanho típico é 25 mm × 25 mm), como por exemplo, no chão da piscina da Universidade de Toronto, embora às vezes sejam usados ladrilhos maiores, como 51 mm × 51 mm). Essas imagens digitais têm resolução grosseira e geralmente expressam texto, como a profundidade da piscina em vários lugares, mas algumas dessas imagens digitais são usadas para mostrar um pôr do sol ou outro tema de praia.",Onde é a aplicação mais comum de mosaicos de azulejos?,em uma sala de banho ou piscina,151
"Um provedor de caixa de correio é uma organização que fornece serviços para hospedar domínios de correio eletrônico com acesso ao armazenamento de caixas de correio. Ele fornece servidores de email para enviar, receber, aceitar e armazenar email para usuários finais ou outras organizações.",qual é o objetivo de um provedor de caixa de correio?,"Ele fornece servidores de email para enviar, receber, aceitar e armazenar email",166
"A partir de 1842, Chopin mostrou sinais de doenças graves. Depois de um recital solo em Paris, em 21 de fevereiro de 1842, ele escreveu a Grzymała: ""Eu tenho que ficar na cama o dia inteiro, minha boca e amígdalas estão doendo muito"". Ele foi forçado por uma doença a recusar um convite por escrito de Alkan para participar de uma repetição do arranjo da Sétima Sinfonia de Beethoven no Erard's em 1º de março de 1843. No final de 1844, Charles Hallé visitou Chopin e o achou ""quase incapaz de se mover, curvado como um canivete meio aberto e evidentemente com muita dor "", embora seu espírito retornasse quando ele começou a tocar piano para o visitante. A saúde de Chopin continuou se deteriorando, principalmente a partir de então. Pesquisas modernas sugerem que, além de outras doenças, ele também pode ter sofrido epilepsia do lobo temporal.",Que doença específica as evidências modernas apontam para Chopin ter?,epilepsia do lobo temporal,819
"Uma imagem popular inversa surgiu do povo britânico na Segunda Guerra Mundial: uma coleção de pessoas trancadas em solidariedade nacional. Essa imagem entrou na historiografia da Segunda Guerra Mundial nas décadas de 1980 e 1990, principalmente após a publicação do livro de Angus Calder, O Mito da Blitz (1991). Foi evocado pelas facções políticas da direita e da esquerda na Grã-Bretanha durante a Guerra das Malvinas, quando foi incorporado a uma narrativa nostálgica na qual a Segunda Guerra Mundial representou um patriotismo britânico agressivo que defendia com êxito a democracia. Essa imagem das pessoas no Blitz foi e é poderosamente retratada em filmes, rádios, jornais e revistas. Na época, era uma ferramenta de propaganda útil para consumo doméstico e estrangeiro. A resposta crítica dos historiadores a essa construção enfocou o que eram vistos como reivindicações enfatizadas demais de nacionalismo justo e unidade nacional. No Mito da Blitz, Calder expôs algumas das contra-evidências de comportamentos antissociais e divisivos. O que ele viu como o mito - serena unidade nacional - tornou-se ""verdade histórica"". Em particular, a divisão de classes era mais evidente.",Quando surgiu essa visão popular?,"nas décadas de 1980 e 1990, principalmente após a publicação do livro de Angus Calder, O Mito da Blitz (1991)",202
"O novo chefe de estado, Ibrahim Babangida, declarou-se presidente e comandante em chefe das forças armadas e do Conselho Militar Supremo. Ele estabeleceu 1990 como o prazo oficial para o retorno à governança democrática. O mandato de Babangida foi marcado por uma enxurrada de atividades políticas: ele instituiu o Programa de Ajuste Estrutural (SAP) do Fundo Monetário Internacional para ajudar no pagamento da esmagadora dívida internacional do país, cuja maior parte da receita federal era dedicada ao serviço. Ele se matriculou na Nigéria na Organização da Conferência Islâmica, que agravou as tensões religiosas no país.",Em que controverso grupo religioso a Nigéria se juntou?,Organização da Conferência Islâmica,546
